"KO","taxonomy","Abundance_RPKs"
"K00337","g__Bacteroides.s__Bacteroides_fragilis",195.2615998693
"K00337","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00337","g__Bacteroides.s__Bacteroides_ovatus",69.424350121
"K00337","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00337","g__Bacteroides.s__Bacteroides_thetaiotaomicron",13.9163687639
"K00337","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00337","g__Bacteroides.s__Bacteroides_xylanisolvens",66.3245485643
"K00337","g__Campylobacter.s__Campylobacter_coli",0
"K00337","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00337","g__Citrobacter.s__Citrobacter_freundii",0
"K00337","g__Enterobacter.s__Enterobacter_cloacae",0
"K00337","g__Escherichia.s__Escherichia_coli",0
"K00337","g__Escherichia.s__Escherichia_fergusonii",0
"K00337","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00337","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00337","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00337","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00337","g__Klebsiella.s__Klebsiella_variicola",0
"K00337","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00337","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00337","g__Odoribacter.s__Odoribacter_splanchnicus",130.7022480805
"K00337","g__Pantoea.s__Pantoea_sesami",0
"K00337","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00337","unclassified",0
"K00338",NA,330.0748572585
"K00338","g__Bacteroides.s__Bacteroides_caccae",54.2015812861
"K00338","g__Bacteroides.s__Bacteroides_faecichinchillae",20.0402678279
"K00338","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00338","g__Bacteroides.s__Bacteroides_fragilis",158.9886417918
"K00338","g__Bacteroides.s__Bacteroides_ovatus",44.7386886388
"K00338","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00338","g__Bacteroides.s__Bacteroides_thetaiotaomicron",8.8408814853
"K00338","g__Bacteroides.s__Bacteroides_xylanisolvens",43.2647962286
"K00338","g__Campylobacter.s__Campylobacter_coli",0
"K00338","g__Campylobacter.s__Campylobacter_concisus",0
"K00338","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00338","g__Citrobacter.s__Citrobacter_freundii",0
"K00338","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00338","g__Citrobacter.s__Citrobacter_youngae",0
"K00338","g__Enterobacter.s__Enterobacter_cloacae",0
"K00338","g__Escherichia.s__Escherichia_coli",0
"K00338","g__Escherichia.s__Escherichia_fergusonii",0
"K00338","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00338","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00338","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00338","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00338","g__Klebsiella.s__Klebsiella_variicola",0
"K00338","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00338","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00338","g__Pantoea.s__Pantoea_sesami",0
"K00338","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00338","unclassified",0
"K00339",NA,985.0114978404
"K00339","g__Alistipes.s__Alistipes_shahii",327.7342634111
"K00339","g__Bacteroides.s__Bacteroides_caccae",24.3112947658
"K00339","g__Bacteroides.s__Bacteroides_dorei",337.5345246826
"K00339","g__Bacteroides.s__Bacteroides_faecichinchillae",13.7741046832
"K00339","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00339","g__Bacteroides.s__Bacteroides_fragilis",85.6274597208
"K00339","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00339","g__Bacteroides.s__Bacteroides_ovatus",167.7313086319
"K00339","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00339","g__Bacteroides.s__Bacteroides_thetaiotaomicron",13.6439556626
"K00339","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00339","g__Bacteroides.s__Bacteroides_xylanisolvens",14.6545862824
"K00339","g__Campylobacter.s__Campylobacter_coli",0
"K00339","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00339","g__Citrobacter.s__Citrobacter_freundii",0
"K00339","g__Enterobacter.s__Enterobacter_cloacae",0
"K00339","g__Escherichia.s__Escherichia_coli",0
"K00339","g__Escherichia.s__Escherichia_fergusonii",0
"K00339","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00339","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00339","g__Pantoea.s__Pantoea_sesami",0
"K00339","unclassified",0
"K00341",NA,626.1826624549
"K00341","g__Alistipes.s__Alistipes_finegoldii",33.105661385
"K00341","g__Alistipes.s__Alistipes_shahii",322.0390587902
"K00341","g__Alistipes.s__Alistipes_timonensis",0
"K00341","g__Bacteroides.s__Bacteroides_dorei",271.0379422796
"K00341","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00341","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00341","g__Campylobacter.s__Campylobacter_concisus",0
"K00341","g__Citrobacter.s__Citrobacter_freundii",0
"K00341","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00341","g__Citrobacter.s__Citrobacter_youngae",0
"K00341","g__Enterobacter.s__Enterobacter_cloacae",0
"K00341","g__Escherichia.s__Escherichia_coli",0
"K00341","g__Escherichia.s__Escherichia_fergusonii",0
"K00341","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00341","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00341","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00341","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00341","g__Klebsiella.s__Klebsiella_variicola",0
"K00341","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00341","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00341","g__Pantoea.s__Pantoea_sesami",0
"K00341","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00341","unclassified",0
"K00342",NA,748.5499671207
"K00342","g__Alistipes.s__Alistipes_shahii",281.1509013861
"K00342","g__Alistipes.s__Alistipes_timonensis",0
"K00342","g__Bacteroides.s__Bacteroides_dorei",315.958118022
"K00342","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00342","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00342","g__Campylobacter.s__Campylobacter_coli",0
"K00342","g__Campylobacter.s__Campylobacter_concisus",0
"K00342","g__Citrobacter.s__Citrobacter_freundii",0
"K00342","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00342","g__Citrobacter.s__Citrobacter_youngae",0
"K00342","g__Enterobacter.s__Enterobacter_cloacae",0
"K00342","g__Escherichia.s__Escherichia_coli",0
"K00342","g__Escherichia.s__Escherichia_fergusonii",0
"K00342","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00342","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00342","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00342","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00342","g__Klebsiella.s__Klebsiella_variicola",0
"K00342","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00342","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00342","g__Odoribacter.s__Odoribacter_splanchnicus",151.4409477126
"K00342","g__Pantoea.s__Pantoea_sesami",0
"K00342","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00342","unclassified",0
"K00343",NA,522.5839138601
"K00343","g__Alistipes.s__Alistipes_finegoldii",45.1780506262
"K00343","g__Alistipes.s__Alistipes_onderdonkii",67.8918167929
"K00343","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00343","g__Bacteroides.s__Bacteroides_dorei",264.1805242807
"K00343","g__Bacteroides.s__Bacteroides_fragilis",105.1806029733
"K00343","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00343","g__Campylobacter.s__Campylobacter_coli",0
"K00343","g__Citrobacter.s__Citrobacter_freundii",0
"K00343","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00343","g__Citrobacter.s__Citrobacter_youngae",0
"K00343","g__Enterobacter.s__Enterobacter_cloacae",0
"K00343","g__Escherichia.s__Escherichia_coli",0
"K00343","g__Escherichia.s__Escherichia_fergusonii",0
"K00343","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00343","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00343","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00343","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00343","g__Klebsiella.s__Klebsiella_variicola",0
"K00343","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00343","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00343","g__Pantoea.s__Pantoea_sesami",0
"K00343","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00343","unclassified",40.152919187
"K00346",NA,873.8881141285
"K00346","g__Alistipes.s__Alistipes_finegoldii",20.359771064
"K00346","g__Alistipes.s__Alistipes_onderdonkii",46.0760045755
"K00346","g__Alistipes.s__Alistipes_shahii",336.359137967
"K00346","g__Alistipes.s__Alistipes_timonensis",0
"K00346","g__Bacteroides.s__Bacteroides_dorei",256.5303265433
"K00346","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00346","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00346","g__Escherichia.s__Escherichia_coli",0
"K00346","g__Haemophilus.s__Haemophilus_influenzae",0
"K00346","g__Haemophilus.s__Haemophilus_parainfluenzae",15.7660441409
"K00346","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00346","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00346","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00346","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00346","g__Klebsiella.s__Klebsiella_variicola",0
"K00346","g__Odoribacter.s__Odoribacter_splanchnicus",165.1002151441
"K00346","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00346","unclassified",33.6966146937
"K00347",NA,756.2548837739
"K00347","g__Bacteroides.s__Bacteroides_caccae",35.9705923647
"K00347","g__Bacteroides.s__Bacteroides_dorei",263.4881813253
"K00347","g__Bacteroides.s__Bacteroides_faecichinchillae",12.5611398743
"K00347","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00347","g__Bacteroides.s__Bacteroides_fragilis",94.316968652
"K00347","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00347","g__Bacteroides.s__Bacteroides_ovatus",59.023699189
"K00347","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00347","g__Bacteroides.s__Bacteroides_thetaiotaomicron",13.3640647602
"K00347","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00347","g__Bacteroides.s__Bacteroides_xylanisolvens",91.2184714306
"K00347","g__Barnesiella.s__Barnesiella_intestinihominis",0
"K00347","g__Enterobacter.s__Enterobacter_cloacae",0
"K00347","g__Escherichia.s__Escherichia_coli",0
"K00347","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00347","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00347","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00347","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00347","g__Klebsiella.s__Klebsiella_variicola",0
"K00347","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00347","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00347","g__Odoribacter.s__Odoribacter_splanchnicus",186.3117661778
"K00347","g__Pantoea.s__Pantoea_sesami",0
"K00347","unclassified",0
"K00348",NA,908.7239852685
"K00348","g__Alistipes.s__Alistipes_shahii",321.1084513017
"K00348","g__Alistipes.s__Alistipes_timonensis",0
"K00348","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00348","g__Bacteroides.s__Bacteroides_dorei",256.439649861
"K00348","g__Bacteroides.s__Bacteroides_fragilis",129.3117201292
"K00348","g__Bacteroides.s__Bacteroides_salyersiae",0
"K00348","g__Haemophilus.s__Haemophilus_influenzae",0
"K00348","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00348","g__Odoribacter.s__Odoribacter_splanchnicus",159.9855929977
"K00348","g__Parabacteroides.s__Parabacteroides_distasonis",41.8785709789
"K00348","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00348","g__Streptococcus.s__Streptococcus_pneumoniae",0
"K00348","unclassified",0
"K00349",NA,261.4068920009
"K00349","g__Bacteroides.s__Bacteroides_dorei",261.4068920009
"K00349","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00349","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00349","unclassified",0
"K00350",NA,1824.7016856768
"K00350","g__Alistipes.s__Alistipes_finegoldii",244.6141512168
"K00350","g__Alistipes.s__Alistipes_onderdonkii",130.7935128933
"K00350","g__Alistipes.s__Alistipes_timonensis",0
"K00350","g__Bacteroides.s__Bacteroides_caccae",27.253687191
"K00350","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00350","g__Bacteroides.s__Bacteroides_clarus",6.1536564311
"K00350","g__Bacteroides.s__Bacteroides_dorei",246.2784684926
"K00350","g__Bacteroides.s__Bacteroides_faecichinchillae",12.5786163522
"K00350","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00350","g__Bacteroides.s__Bacteroides_fragilis",153.5550568558
"K00350","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00350","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00350","g__Bacteroides.s__Bacteroides_ovatus",43.922115341
"K00350","g__Bacteroides.s__Bacteroides_sp_CAG_754",0
"K00350","g__Bacteroides.s__Bacteroides_thetaiotaomicron",6.2893081761
"K00350","g__Bacteroides.s__Bacteroides_uniformis",749.8303645727
"K00350","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00350","g__Bacteroides.s__Bacteroides_xylanisolvens",193.7642687326
"K00350","g__Catenibacterium.s__Catenibacterium_mitsuokai",0
"K00350","g__Enterobacter.s__Enterobacter_cloacae",0
"K00350","g__Escherichia.s__Escherichia_coli",0
"K00350","g__Haemophilus.s__Haemophilus_influenzae",0
"K00350","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00350","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00350","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00350","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00350","g__Klebsiella.s__Klebsiella_variicola",0
"K00350","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00350","g__Streptococcus.s__Streptococcus_pneumoniae",0
"K00350","unclassified",9.6684794215
"K00351",NA,539.9878365635
"K00351","g__Aggregatibacter.s__Aggregatibacter_segnis",0
"K00351","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00351","g__Bacteroides.s__Bacteroides_dorei",233.3953815909
"K00351","g__Bacteroides.s__Bacteroides_fragilis",144.3114626057
"K00351","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00351","g__Bacteroides.s__Bacteroides_salyersiae",0
"K00351","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00351","g__Enterobacter.s__Enterobacter_cloacae",0
"K00351","g__Escherichia.s__Escherichia_coli",0
"K00351","g__Haemophilus.s__Haemophilus_influenzae",0
"K00351","g__Haemophilus.s__Haemophilus_parainfluenzae",11.5944959171
"K00351","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00351","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00351","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00351","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00351","g__Klebsiella.s__Klebsiella_variicola",0
"K00351","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00351","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00351","g__Odoribacter.s__Odoribacter_laneus",0
"K00351","g__Odoribacter.s__Odoribacter_splanchnicus",148.9150172646
"K00351","g__Pantoea.s__Pantoea_sesami",0
"K00351","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00351","g__Streptococcus.s__Streptococcus_pneumoniae",1.7714791851
"K00351","unclassified",0
"K00355",NA,225.9591540807
"K00355","g__Bifidobacterium.s__Bifidobacterium_bifidum",13.2450331126
"K00355","g__Odoribacter.s__Odoribacter_splanchnicus",176.4822369101
"K00355","g__Streptococcus.s__Streptococcus_pneumoniae",26.5700483092
"K00355","g__Streptococcus.s__Streptococcus_salivarius",9.6618357488
"K00355","unclassified",0
"K00366",NA,122.7842261984
"K00366","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00366","g__Eubacterium.s__Eubacterium_hallii",0
"K00366","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00366","unclassified",122.7842261984
"K00374",NA,24.6613460187
"K00374","g__Desulfovibrio.s__Desulfovibrio_piger",24.6613460187
"K00374","g__Escherichia.s__Escherichia_coli",0
"K00374","g__Escherichia.s__Escherichia_fergusonii",0
"K00374","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00374","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00374","g__Rothia.s__Rothia_mucilaginosa",0
"K00374","unclassified",0
"K00375",NA,174.2440876831
"K00375","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00375","g__Blautia.s__Blautia_obeum",0
"K00375","g__Coprococcus.s__Coprococcus_catus",0
"K00375","g__Coprococcus.s__Coprococcus_eutactus",0
"K00375","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",167.058630268
"K00375","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00375","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00375","g__Roseburia.s__Roseburia_intestinalis",0
"K00375","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00375","g__Treponema.s__Treponema_succinifaciens",0
"K00375","unclassified",7.1854574151
"K00382",NA,510.9672167537
"K00382","g__Alistipes.s__Alistipes_shahii",344.6401680924
"K00382","g__Alistipes.s__Alistipes_timonensis",0
"K00382","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00382","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00382","g__Bifidobacterium.s__Bifidobacterium_adolescentis",0
"K00382","g__Citrobacter.s__Citrobacter_freundii",0
"K00382","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00382","g__Citrobacter.s__Citrobacter_youngae",0
"K00382","g__Enterobacter.s__Enterobacter_cloacae",0
"K00382","g__Escherichia.s__Escherichia_coli",0
"K00382","g__Escherichia.s__Escherichia_fergusonii",0
"K00382","g__Flavonifractor.s__Flavonifractor_plautii",0
"K00382","g__Haemophilus.s__Haemophilus_influenzae",0
"K00382","g__Haemophilus.s__Haemophilus_parainfluenzae",8.532694211
"K00382","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00382","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00382","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00382","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00382","g__Klebsiella.s__Klebsiella_variicola",0
"K00382","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00382","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00382","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00382","g__Odoribacter.s__Odoribacter_splanchnicus",157.7943544503
"K00382","g__Pantoea.s__Pantoea_sesami",0
"K00382","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00382","g__Rothia.s__Rothia_mucilaginosa",0
"K00382","g__Sneathia.s__Sneathia_amnii",0
"K00382","g__Streptococcus.s__Streptococcus_pneumoniae",0
"K00382","g__Victivallales_unclassified.s__Victivallales_bacterium_CCUG_44730",0
"K00382","unclassified",0
"K00383",NA,15.2892759185
"K00383","g__Citrobacter.s__Citrobacter_freundii",0
"K00383","g__Enterobacter.s__Enterobacter_roggenkampii",0
"K00383","g__Enterococcus.s__Enterococcus_hirae",0
"K00383","g__Escherichia.s__Escherichia_coli",0
"K00383","g__Escherichia.s__Escherichia_fergusonii",0
"K00383","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",3.6517031837
"K00383","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00383","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00383","g__Lactococcus.s__Lactococcus_lactis",0
"K00383","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00383","g__Pantoea.s__Pantoea_sesami",0
"K00383","g__Streptococcus.s__Streptococcus_equinus",0
"K00383","g__Streptococcus.s__Streptococcus_pneumoniae",2.493765586
"K00383","g__Streptococcus.s__Streptococcus_salivarius",9.1438071488
"K00383","unclassified",0
"K00384",NA,1376.4114792626
"K00384","g__Aggregatibacter.s__Aggregatibacter_segnis",0
"K00384","g__Alistipes.s__Alistipes_shahii",370.3744172718
"K00384","g__Alistipes.s__Alistipes_timonensis",0
"K00384","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00384","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00384","g__Bacteroides.s__Bacteroides_dorei",323.2809163199
"K00384","g__Bacteroides.s__Bacteroides_fragilis",146.5958504786
"K00384","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00384","g__Bacteroides.s__Bacteroides_salyersiae",0
"K00384","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00384","g__Bifidobacterium.s__Bifidobacterium_adolescentis",11.3620441489
"K00384","g__Bifidobacterium.s__Bifidobacterium_bifidum",1.0986292028
"K00384","g__Bifidobacterium.s__Bifidobacterium_longum",15.2409379772
"K00384","g__Blautia.s__Blautia_obeum",8.7863903522
"K00384","g__Blautia.s__Blautia_sp",0
"K00384","g__Blautia.s__Ruminococcus_torques",0
"K00384","g__Campylobacter.s__Campylobacter_concisus",0
"K00384","g__Candidatus_Methanomethylophilus.s__Candidatus_Methanomethylophilus_alvus",0
"K00384","g__Comamonas.s__Comamonas_kerstersii",0
"K00384","g__Coprococcus.s__Coprococcus_catus",0
"K00384","g__Coprococcus.s__Coprococcus_eutactus",0
"K00384","g__Escherichia.s__Escherichia_coli",0
"K00384","g__Faecalibacterium.s__Faecalibacterium_prausnitzii",145.112984412
"K00384","g__Flavonifractor.s__Flavonifractor_plautii",0
"K00384","g__Fusobacterium.s__Fusobacterium_mortiferum",0
"K00384","g__Haemophilus.s__Haemophilus_influenzae",0
"K00384","g__Haemophilus.s__Haemophilus_parainfluenzae",6.2158191672
"K00384","g__Haemophilus.s__Haemophilus_pittmaniae",0
"K00384","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00384","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00384","g__Lachnospiraceae_unclassified.s__Eubacterium_rectale",0
"K00384","g__Leuconostoc.s__Leuconostoc_garlicum",0
"K00384","g__Leuconostoc.s__Leuconostoc_lactis",0
"K00384","g__Methanosphaera.s__Methanosphaera_stadtmanae",0
"K00384","g__Odoribacter.s__Odoribacter_splanchnicus",215.747241818
"K00384","g__Roseburia.s__Roseburia_hominis",15.3206277683
"K00384","g__Roseburia.s__Roseburia_intestinalis",0
"K00384","g__Ruminococcus.s__Ruminococcus_champanellensis",0
"K00384","g__Ruminococcus.s__Ruminococcus_lactaris",0
"K00384","g__Streptococcus.s__Streptococcus_equinus",0
"K00384","g__Streptococcus.s__Streptococcus_parasanguinis",0
"K00384","g__Streptococcus.s__Streptococcus_pneumoniae",10.3089650485
"K00384","g__Streptococcus.s__Streptococcus_salivarius",11.5980097162
"K00384","g__Weissella.s__Weissella_cibaria",0
"K00384","unclassified",95.368645581
"K00394",NA,75.3381532988
"K00394","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00394","g__Blautia.s__Blautia_obeum",11.0649948755
"K00394","g__Coprococcus.s__Coprococcus_eutactus",0
"K00394","g__Desulfovibrio.s__Desulfovibrio_piger",46.7976970183
"K00394","g__Eubacterium.s__Eubacterium_hallii",17.475461405
"K00394","unclassified",0
"K00395",NA,34.0204478377
"K00395","g__Anaerostipes.s__Anaerostipes_hadrus",0
"K00395","g__Desulfovibrio.s__Desulfovibrio_piger",26.430287681
"K00395","g__Eubacterium.s__Eubacterium_hallii",0
"K00395","unclassified",7.5901601567
"K00425",NA,193.1979544203
"K00425","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00425","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00425","g__Citrobacter.s__Citrobacter_freundii",0
"K00425","g__Enterobacter.s__Enterobacter_cloacae",0
"K00425","g__Escherichia.s__Escherichia_coli",0
"K00425","g__Escherichia.s__Escherichia_fergusonii",0
"K00425","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00425","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00425","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00425","g__Klebsiella.s__Klebsiella_quasipneumoniae",0
"K00425","g__Klebsiella.s__Klebsiella_variicola",0
"K00425","g__Kluyvera.s__Kluyvera_ascorbata",0
"K00425","g__Lactococcus.s__Lactococcus_garvieae",0
"K00425","g__Lactococcus.s__Lactococcus_lactis",0
"K00425","g__Odoribacter.s__Odoribacter_splanchnicus",183.4340720435
"K00425","g__Pantoea.s__Pantoea_sesami",0
"K00425","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00425","unclassified",9.7638823768
"K00426",NA,502.0329052256
"K00426","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00426","g__Bacteroides.s__Bacteroides_dorei",241.390706487
"K00426","g__Bacteroides.s__Bacteroides_fragilis",102.3504484116
"K00426","g__Bacteroides.s__Bacteroides_massiliensis",0
"K00426","g__Bacteroides.s__Bacteroides_salyersiae",0
"K00426","g__Bacteroides.s__Bacteroides_thetaiotaomicron",3.9762578739
"K00426","g__Bacteroides.s__Bacteroides_vulgatus",0
"K00426","g__Campylobacter.s__Campylobacter_coli",0
"K00426","g__Citrobacter.s__Citrobacter_freundii",0
"K00426","g__Citrobacter.s__Citrobacter_portucalensis",0
"K00426","g__Enterobacter.s__Enterobacter_cloacae",0
"K00426","g__Enterobacter.s__Enterobacter_hormaechei",0
"K00426","g__Escherichia.s__Escherichia_coli",0
"K00426","g__Escherichia.s__Escherichia_fergusonii",0
"K00426","g__Klebsiella.s__Klebsiella_aerogenes",0
"K00426","g__Klebsiella.s__Klebsiella_oxytoca",0
"K00426","g__Klebsiella.s__Klebsiella_pneumoniae",0
"K00426","g__Lactobacillus.s__Lactobacillus_salivarius",0
"K00426","g__Leclercia.s__Leclercia_adecarboxylata",0
"K00426","g__Odoribacter.s__Odoribacter_splanchnicus",154.3154924531
"K00426","g__Pantoea.s__Pantoea_sesami",0
"K00426","g__Pseudocitrobacter.s__Pseudocitrobacter_faecalis",0
"K00426","unclassified",0
"K00525",NA,866.0174493224
"K00525","g__Aggregatibacter.s__Aggregatibacter_segnis",0
"K00525","g__Bacteroides.s__Bacteroides_caccae",15.5941991072
"K00525","g__Bacteroides.s__Bacteroides_cellulosilyticus",0
"K00525","g__Bacteroides.s__Bacteroides_clarus",5.4438860972
"K00525","g__Bacteroides.s__Bacteroides_dorei",254.958528715
"K00525","g__Bacteroides.s__Bacteroides_eggerthii",0
"K00525","g__Bacteroides.s__Bacteroides_faecichinchillae",11.884644526
"K00525","g__Bacteroides.s__Bacteroides_finegoldii",0
"K00525","g__Bacteroides.s__Bacteroides_fragilis",147.1876224064
"K00525","g__Bacteroides.s__Bacteroides_intestinalis",0
"K00525","g__Bacteroides.s__Bacteroides_nordii",0
"K00525","g__Bacteroides.s__Bacteroides_ovatus",134.0304453852
"K00525","g__Bacteroides.s__Bacteroides_salyersiae",0
