	0
C06002	yellow
C05665	yellow
C00568	green
C21880	blue
G13180	blue
C05748	green
C05588	yellow
C22155	green
G00063	yellow
C00124	green
C00501	blue
C21334	green
C00788	yellow
C12632	green
C00584	yellow
C00673	green
C01617	yellow
C06428	yellow
C05938	yellow
C00065	green
C04236	green
G03532	yellow
G13118	blue
C09751	yellow
G00031	yellow
C20658	green
C02763	yellow
C05267	green
C00268	yellow
C08362	yellow
C18305	yellow
C05502	yellow
C21152	blue
C05822	blue
C00256	green
C17244	yellow
G13061	green
C22971	yellow
C06311	blue
C01419	green
C00249	green
C17552	yellow
C14864	yellow
C17559	yellow
C04260	blue
G12336	yellow
G00159	yellow
C20692	yellow
C05729	green
C05313	yellow
C05275	yellow
C00547	yellow
C20776	yellow
C00517	yellow
C01159	yellow
C02659	green
C05302	yellow
G00126	yellow
C22563	yellow
C04376	green
C01182	yellow
C17212	green
G11136	yellow
C15930	blue
C11874	yellow
C14781	yellow
C04823	green
C01042	yellow
G13091	yellow
G00082	yellow
C22964	yellow
G05914	yellow
C15780	yellow
C19859	green
C00103	green
G00116	yellow
C02220	yellow
C21459	yellow
C07447	yellow
C11861	yellow
C01312	yellow
G13187	blue
G13097	yellow
C22968	yellow
C23007	blue
G13080	yellow
C05279	yellow
C00441	green
C20451	green
C00455	green
C02686	green
C05139	yellow
C03785	green
C00852	yellow
C17217	green
C18910	blue
G00058	yellow
G10526	yellow
C03272	green
C03684	green
G00179	yellow
G01977	yellow
C01879	yellow
C15672	yellow
C12270	yellow
C00811	yellow
G13171	blue
C15808	yellow
C19592	yellow
C15776	yellow
C01180	yellow
C05454	yellow
C05763	green
C06093	yellow
C20062	blue
C14865	yellow
G10913	yellow
G13051	yellow
C00836	yellow
C05983	green
C13309	yellow
C15996	blue
G00209	yellow
C22667	yellow
C06212	yellow
C15495	blue
C05448	yellow
C15613	yellow
C03069	green
G13092	yellow
C00024	green
C16836	yellow
G10505	yellow
G13186	blue
C02429	blue
G00156	yellow
G10596	yellow
G00140	yellow
G00019	yellow
C00167	green
C01097	blue
G00076	yellow
C21335	blue
C04181	green
C16217	yellow
C21178	blue
C15603	green
C02350	yellow
C05796	green
C04556	green
C04759	yellow
C06000	yellow
G00872	yellow
C01036	yellow
C04652	green
C00689	green
C03227	yellow
C05479	yellow
C00199	green
C02110	yellow
C05684	green
C14801	yellow
C02226	green
C03595	yellow
G00148	yellow
G00022	yellow
C04152	blue
C06547	green
C02554	green
G00319	yellow
C05844	green
C04334	blue
C04570	green
C16172	yellow
C21456	yellow
C00222	green
C01769	blue
C15793	yellow
C02888	blue
C08650	yellow
C04308	yellow
C04707	yellow
C00186	blue
C04654	yellow
G00143	yellow
C00760	green
C21072	yellow
C15578	yellow
C05647	yellow
C00119	green
C06240	blue
C00519	green
C00043	green
C05797	yellow
C05981	yellow
C04742	yellow
C05294	yellow
G13029	yellow
C00385	green
C05306	yellow
C04534	blue
C05905	yellow
C05974	green
C09704	yellow
C01586	yellow
C18231	yellow
C04748	yellow
C22555	yellow
C01074	yellow
C01117	green
C02183	blue
C17949	blue
C00275	green
C05125	green
C01533	yellow
G00056	yellow
C04554	green
C00502	blue
C00886	green
C14802	yellow
G10511	yellow
C01235	yellow
C07335	blue
C00044	green
C09827	yellow
C04805	yellow
C00027	green
C05587	yellow
C16356	yellow
G13093	yellow
C05272	yellow
C21662	yellow
C22151	green
C05433	yellow
C02315	blue
G00079	yellow
C06082	yellow
C15493	yellow
C20879	yellow
C00139	green
G00029	yellow
C00168	green
C00627	green
C02266	yellow
C03427	yellow
C05631	yellow
C01226	yellow
G00370	yellow
C19723	blue
C00234	green
C00670	yellow
C14899	blue
C00134	green
C05639	yellow
C05422	yellow
C04133	green
C00011	green
C22979	yellow
C00111	green
C00804	green
C14863	yellow
C00262	green
C02987	green
C02872	yellow
C02170	green
C00007	green
C00740	yellow
G00098	yellow
G13175	blue
C01272	yellow
C15926	yellow
C01356	yellow
C21190	yellow
C00055	green
C02843	green
C21300	yellow
C01185	green
C00235	yellow
C03405	green
C00081	green
G00077	yellow
C22502	green
C05711	green
C00330	green
C06025	green
C05394	green
C00436	green
C01279	green
C04884	yellow
C22161	blue
C19879	blue
C00693	green
C14871	yellow
C00634	yellow
C00512	blue
C03892	green
C03294	green
C21955	blue
C08813	yellow
C08491	yellow
C16221	green
C05855	yellow
C01909	green
C14858	yellow
C20796	green
C02339	yellow
C00668	green
C14852	yellow
C00685	green
C00639	yellow
C15807	yellow
C00014	green
C20840	yellow
C00030	green
C14842	yellow
G13028	yellow
C21999	blue
G13054	yellow
G00124	yellow
C05744	green
G00161	yellow
G13043	yellow
C04144	green
C02876	blue
G13200	blue
C00361	green
C19617	yellow
C00642	yellow
C16323	yellow
C11873	yellow
C06113	green
C00157	yellow
C00473	green
C01134	green
C01137	yellow
C00310	green
G00180	yellow
C20455	yellow
C21995	blue
C01290	green
C15805	yellow
C01598	yellow
C21461	blue
C12835	yellow
C05301	yellow
C14793	yellow
C00094	green
G00090	yellow
C01355	blue
C05686	green
C11133	yellow
C00096	green
G13188	blue
C05512	green
C00322	green
C12124	yellow
C08821	yellow
C06054	green
C16469	yellow
C00536	green
C07712	yellow
C04076	yellow
C06056	green
C16359	yellow
C16338	green
C12633	yellow
G00007	yellow
C20723	yellow
C00618	yellow
C00635	yellow
C05439	yellow
C22202	yellow
C00777	yellow
C16420	yellow
C00091	green
C05404	green
C00128	yellow
C22501	green
C18043	yellow
C04188	green
C05396	blue
C18038	yellow
